Protein.Group,Protein.Names,Genes,First.Protein.Description,PD2_F1,PD2_F2,PD3_F1,PD3_F2,PD5_F1,PD5_F2,PD13_F1,PD13_F2,PD14_F1,PD14_F2,PD1_F1,PD1_F2,PD7_F1,PD7_F2,PD9_F1,PD9_F2,PD10_F1,PD10_F2,PD12_F1,PD12_F2,CON4_F1,CON4_F2,CON5_F1,CON5_F2,CON6_F1,CON6_F2,CON7_F1,CON7_F2,CON8_F1,CON8_F2,CON10_F1,CON10_F2,CON12_F1,CON12_F2,CON13_F1,CON13_F2,CON14_F1,CON14_F2,CON15_F1,CON15_F2
Q5BKZ1,ZN326_HUMAN,ZNF326,DBIRD complex subunit ZNF326,NA,NA,NA,NA,NA,NA,NA,9181.48,NA,12066.8,NA,NA,NA,NA,NA,19876,8215.9,NA,NA,13869.5,NA,19950.6,NA,NA,NA,NA,6922.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22670.7
Q5D862,FILA2_HUMAN,FLG2,Filaggrin-2,1173590,14362300,2495340,8628400,2321820,1621050,11462200,1800980,3328800,2115950,4479620,14390400,1700580,6424820,21806400,4666120,7578460,9143520,5820140,10479700,9458280,13632400,5045870,3850380,3168370,9335090,17628300,3368050,4202730,5403420,3552760,9678370,3566830,9931220,7492470,4131060,3459950,2344670,NA,3571820
Q5DX21,IGS11_HUMAN,IGSF11,Immunoglobulin superfamily member 11,14836.2,27475,NA,68052.9,NA,45548.8,NA,72487.8,NA,44898.4,13431.3,41360.4,NA,48444.6,NA,71646.4,NA,51790.9,8910.99,48910.1,NA,39368.9,NA,36813.6,NA,32829.6,NA,20502,NA,NA,NA,41813.5,25311.6,65507.6,NA,51093.9,NA,NA,NA,NA
Q5EB52,MEST_HUMAN,MEST,Mesoderm-specific transcript homolog protein,NA,1533400,NA,725752,NA,2562440,NA,1006980,NA,2271450,NA,3643770,NA,1103400,NA,1205120,NA,1637560,NA,758901,NA,2260410,NA,557544,NA,847110,NA,1867640,NA,NA,NA,NA,NA,1444480,NA,NA,NA,1252750,NA,2411690
Q5EBL4,RIPL1_HUMAN,RILPL1,RILP-like protein 1,415073,763184,1556040,1833740,1260740,1373610,1116740,1558010,1082510,979485,1290870,1441690,215726,716504,1563600,1697610,1248490,1995040,1351290,1953650,814416,1431690,1559440,2588440,974844,1182020,1224740,1307790,1797550,1631900,1454210,1931310,430672,925954,165559,558969,794302,1356510,1172140,858487
Q5EBL8,PDZ11_HUMAN,PDZD11,PDZ domain-containing protein 11,NA,NA,1078090,1269450,1150340,691134,826385,1204410,916449,1434940,1061270,1215090,NA,NA,653150,879377,567218,873673,1876580,2014690,474213,NA,645414,NA,NA,NA,NA,NA,1219830,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040390,1725930
Q5EBM0,CMPK2_HUMAN,CMPK2,"UMP-CMP kinase 2, mitochondrial",NA,NA,NA,NA,375128,NA,NA,NA,NA,NA,308835,514350,NA,NA,345472,536475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991511,513026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683440,2223850
Q5FWE3,PRRT3_HUMAN,PRRT3,Proline-rich transmembrane protein 3,1127240,2194780,894928,1420520,612328,954451,397624,885728,439982,880892,533121,863383,1135810,2176600,741660,1339740,605042,911487,392962,669384,500152,1079000,1051740,1222600,1057140,1816630,573291,2103750,766627,688737,887980,947929,1267150,2366840,1208490,1922600,1061480,2028840,504014,2670550
Q5GH72,XKR7_HUMAN,XKR7,XK-related protein 7,NA,5201.45,NA,NA,NA,5700.47,NA,NA,NA,5092.42,NA,8628.45,NA,7097.15,NA,6826.97,NA,6384.16,NA,4633.38,NA,NA,NA,NA,NA,4121.73,NA,9861.89,NA,NA,NA,NA,NA,7077.03,NA,NA,NA,7928.3,NA,9472.8
Q5GH76,XKR4_HUMAN,XKR4,XK-related protein 4,NA,5181050,NA,1930790,NA,6675150,NA,2353930,NA,6329320,NA,5939820,NA,5003890,NA,3950450,NA,5859040,NA,4567680,NA,12085300,NA,1420470,NA,5828620,NA,8387090,NA,6854220,NA,1691590,NA,5563930,NA,1418110,NA,4195140,NA,10237300
Q5GJ75,TP8L3_HUMAN,TNFAIP8L3,Tumor necrosis factor alpha-induced protein 8-like protein 3,4832530,5460880,12435100,11647200,22384300,18993800,9670910,11166700,17311500,11757800,16736900,7140190,NA,NA,12128900,10878700,11226300,9026300,15616100,13301000,22231100,17037600,8442870,6102900,10395400,11716600,13104300,11072600,13030900,NA,4642150,8662270,NA,NA,2602320,NA,3034340,2932570,14636900,11278800
Q5GLZ8,HERC4_HUMAN,HERC4,Probable E3 ubiquitin-protein ligase HERC4,263944,601824,1258240,1284220,1851550,1742010,1080470,1158530,1400970,1253720,2416540,1966890,564441,583081,1726530,1525830,2266820,2224920,1772530,1441050,942341,1416530,1160520,1555960,1298820,1336300,2894660,2306510,2777190,946620,703578,659257,444225,NA,NA,NA,678612,1017400,4918090,3097800
Q5H9L2,TCAL5_HUMAN,TCEAL5,Transcription elongation factor A protein-like 5,10734900,7150510,5933190,3963150,7527190,3816740,5507650,5510480,8857550,5018650,6373390,4470370,11834600,7701070,7269560,3482790,7444990,5842840,5272860,3845670,7598480,6298340,7839670,4979840,13470700,7106200,6508140,5242660,8916970,5210760,12353300,7660410,14583500,10348400,11230900,9493850,13385500,8166010,9320400,5303090
Q5H9R7,PP6R3_HUMAN,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,191207,334771,366495,434488,813789,818578,298051,427997,574452,603499,826922,798415,184183,330476,589354,582275,337479,556979,640412,863645,435288,616603,198650,283166,335614,463508,435058,565731,537140,NA,NA,322360,283581,269289,NA,234266,215533,310711,982642,888241
Q5H9U9,DDX6L_HUMAN,DDX60L,Probable ATP-dependent RNA helicase DDX60-like,NA,43924.2,7032.26,41199.5,NA,NA,NA,70695.4,NA,19356.2,16390.7,29231.6,NA,33515.6,NA,63898.1,10854.8,32196.3,NA,38947,39002.1,44121.3,NA,81819.4,25849.8,62828.3,33807.9,37404.2,26629.3,NA,NA,NA,NA,NA,NA,41616,NA,88039.8,NA,NA
Q5HYI7,MTX3_HUMAN,MTX3,Metaxin-3,2246530,2772610,NA,3764170,5272890,9563370,NA,NA,3494750,7520610,4535750,7875850,3147530,9344840,4194840,7328500,NA,6101860,2657110,5412620,NA,2696700,NA,2494940,1666980,6216320,2952650,14170300,NA,NA,NA,3419470,NA,8699120,NA,2778680,NA,6839090,4853390,12548500
Q5HYI8,RABL3_HUMAN,RABL3,Rab-like protein 3,NA,NA,NA,NA,NA,531942,NA,NA,NA,NA,NA,136081,NA,NA,NA,NA,NA,447586,NA,1439620,NA,NA,NA,NA,NA,795524,437492,858749,NA,NA,NA,NA,NA,NA,NA,NA,NA,337917,122198,1107790
Q5HYK3,COQ5_HUMAN,COQ5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",593307,10186100,1121940,7511240,1260460,6327950,787022,3007590,890373,5429030,735630,5519770,1334890,14340600,1026100,7118970,1151960,13102700,796690,5984830,681168,3875090,NA,3472730,1510590,14339400,946068,10401400,1321430,6696190,NA,3340040,917060,20267500,NA,4727000,1193510,9698530,2002250,11504600
Q5IJ48,CRUM2_HUMAN,CRB2,Protein crumbs homolog 2,NA,115736,46270.2,142427,NA,166132,66203.9,177107,74428.4,174742,34811.8,124799,NA,NA,NA,188563,NA,35943.6,127434,364869,NA,110792,64358.6,166077,NA,81184.5,NA,75233.6,NA,NA,NA,NA,NA,NA,NA,69984.5,NA,61450.8,NA,121874
Q5J8M3,EMC4_HUMAN,EMC4,ER membrane protein complex subunit 4,NA,278247,NA,485321,NA,461195,NA,255322,NA,428212,NA,470527,NA,428580,NA,322212,NA,513738,NA,417235,NA,310300,NA,NA,NA,507996,130246,276118,NA,NA,NA,NA,NA,305952,NA,NA,NA,NA,NA,909737
Q5JPH6,SYEM_HUMAN,EARS2,"Nondiscriminating glutamyl-tRNA synthetase EARS2, mitochondrial",NA,NA,NA,1675890,NA,2222070,NA,NA,NA,NA,NA,2429660,NA,NA,NA,1954120,1502360,3440570,NA,NA,NA,NA,NA,NA,NA,2049250,2294530,15498700,1894970,5935220,NA,NA,NA,NA,NA,NA,NA,482580,5908550,11504700
Q5JPI3,CC038_HUMAN,C3orf38,Uncharacterized protein C3orf38,NA,NA,NA,NA,NA,NA,NA,3970240,NA,2414460,NA,3665050,NA,NA,NA,3769590,NA,NA,NA,4088290,NA,4387700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2463950
Q5JPI9,EFMT2_HUMAN,EEF1AKMT2,EEF1A lysine methyltransferase 2,NA,NA,NA,NA,NA,NA,104070,NA,NA,NA,NA,NA,NA,NA,82727.5,NA,188531,NA,71785.1,NA,71323.3,NA,202550,99728.5,NA,NA,NA,NA,85810,NA,NA,NA,95489.8,NA,NA,NA,112942,100023,86864.2,NA
Q5JQF8,PAP1M_HUMAN,PABPC1L2A,Polyadenylate-binding protein 1-like 2,NA,NA,NA,NA,NA,NA,571830,NA,607409,NA,NA,NA,NA,1095610,NA,NA,NA,NA,NA,992861,NA,NA,3281300,NA,668665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068900,2135480,NA,NA,8940.73,45118.5
Q5JR12,PPM1J_HUMAN,PPM1J,Protein phosphatase 1J,78797,109447,107843,126020,91884.4,127056,87884.3,108092,80779,87531.7,95105,117893,NA,51725.3,55640.9,82642.3,113052,86881.4,85919.5,89379,102908,206211,114458,70986.4,87794.3,91390.4,56264.1,53069.8,57183.1,NA,71298,48414.5,60174.9,69377.4,86838.1,98656.5,67047.8,NA,116258,68899.4
Q5JR59,MTUS2_HUMAN,MTUS2,Microtubule-associated tumor suppressor candidate 2,NA,NA,NA,NA,NA,17236.4,NA,NA,NA,NA,NA,5632.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29183.3,32794.2
Q5JRA6,TGO1_HUMAN,MIA3,Transport and Golgi organization protein 1 homolog,NA,897661,NA,1074780,NA,1740540,NA,665589,NA,1208560,NA,1600600,NA,1008790,NA,1357190,NA,1577390,NA,1472900,NA,1020140,NA,NA,NA,1736620,670431,2916120,NA,NA,NA,688042,NA,893712,NA,NA,NA,737833,NA,3864630
Q5JRX3,PREP_HUMAN,PITRM1,"Presequence protease, mitochondrial",7580380,31887800,924540,1846010,4811180,14937500,5838160,17384300,3669290,10640400,1999850,5428010,1894500,6899690,2062200,8351480,5450910,17182700,4230480,11665800,3626400,11354000,5209580,12973400,5383230,27075200,3289980,22502300,1024370,3043130,3825400,13220500,4328810,25576000,429846,1881630,4331160,17698700,8290140,18337800
Q5JS37,NHLC3_HUMAN,NHLRC3,NHL repeat-containing protein 3,828511,1279090,783530,974849,929295,1004660,774493,982703,795353,762311,811434,787856,919403,654399,461065,564618,542309,624969,757717,624010,927726,1115630,978029,859031,460677,526673,466781,573749,600030,NA,711954,596400,787533,764355,861296,1197530,521740,610322,557964,775747
Q5JSH3,WDR44_HUMAN,WDR44,WD repeat-containing protein 44,14469900,16656400,10992100,13813100,10259800,11718900,9581250,13981300,13013500,12940200,11734500,12339400,11915800,14345400,15188600,16533000,9654100,12432800,10077400,12860100,11445200,14146700,16956000,19477300,16133400,16463200,13204300,12112900,13560900,14824000,25319500,22662700,11547100,15335300,12770100,16146000,14307200,18823700,16182800,11760100
Q5JSL3,DOC11_HUMAN,DOCK11,Dedicator of cytokinesis protein 11,NA,135652,88635.1,NA,168443,145774,127033,159032,228008,184336,418173,461214,NA,NA,253689,211304,208726,362679,233404,221761,157847,193805,139602,151918,230596,291962,369001,424510,350642,NA,166421,NA,127671,160535,NA,NA,42615,181792,587607,621749
Q5JSZ5,PRC2B_HUMAN,PRRC2B,Protein PRRC2B,10341,NA,NA,NA,8050.33,7478.71,NA,NA,4374.61,4297.47,NA,6944.01,10066.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7763.9,NA,13983.3,NA,NA,NA,NA,NA,NA,NA,6923.34,NA,NA,NA,NA,11700.8
Q5JTH9,RRP12_HUMAN,RRP12,RRP12-like protein,NA,NA,NA,NA,NA,NA,NA,181749,NA,NA,NA,NA,NA,NA,NA,147039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495497,NA,NA,NA,NA,206477,NA,NA,NA,NA,NA,159884,141301,711805
Q5JTJ3,COA6_HUMAN,COA6,Cytochrome c oxidase assembly factor 6 homolog,20134500,33425800,17590600,33126500,15517100,27861700,10956900,22729700,17786800,26228500,12921100,26304800,39656400,41533000,23370900,29833500,23708400,35706400,9579030,18299700,12475800,19910700,24788700,28909500,21828900,60577500,25903300,45527300,21829500,18136100,29086900,42956500,27432700,62437800,17220400,43800500,24504800,46022600,20525600,33446900
Q5JTV8,TOIP1_HUMAN,TOR1AIP1,Torsin-1A-interacting protein 1,370237,597899,269821,446230,169001,398725,266254,409959,305682,497312,201752,484441,277550,357773,199298,566019,161053,276946,173424,466250,177544,395960,232057,369364,249936,345640,299383,647068,224806,260575,236678,386879,202442,196640,454605,506874,316308,419630,148984,734960
Q5JTZ9,SYAM_HUMAN,AARS2,"Alanine--tRNA ligase, mitochondrial",NA,NA,NA,94422.6,NA,83888.1,NA,91871.5,NA,113901,NA,256426,NA,NA,NA,NA,NA,NA,NA,147403,NA,NA,NA,NA,105830,NA,120154,401411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165224,291304
Q5JU85,IQEC2_HUMAN,IQSEC2,IQ motif and SEC7 domain-containing protein 2,1578850,2581930,1615360,3787920,2096680,4058950,1695110,4766050,2009150,3724350,1936000,3251860,1895130,2767300,2770620,5254150,4747010,14643100,1535980,3650410,2026580,4537900,2452060,5517970,3032870,5495210,5149110,15330800,4114480,3112810,2420880,4717480,2000840,1887210,1806370,2272060,2608380,5970260,4689730,14085100
Q5JVF3,PCID2_HUMAN,PCID2,PCI domain-containing protein 2,NA,NA,24457.6,NA,52499.8,40885.1,25406.9,36338.2,42753.9,49122.4,66898.3,56965.1,NA,NA,30115.9,36720.7,25844.4,33879.4,72084.3,58867.8,NA,42351.1,NA,NA,NA,NA,32816.2,41321.2,35644.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,75165.6,57934.5
Q5JVS0,HABP4_HUMAN,HABP4,Intracellular hyaluronan-binding protein 4,1980810,5054070,1188680,2244930,1615740,4412920,1411310,2583240,1630810,1950450,1399940,1854080,1537090,2458100,1755720,1961690,1708730,1976050,968236,961611,1371170,1752980,2122700,2819910,2439850,2892420,1736140,2996880,2155550,NA,1876160,1734000,1073910,2133180,1931970,2617850,1619440,2434390,1680310,2242800
Q5JWF2;P63092,GNAS1_HUMAN;GNAS2_HUMAN,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,1674110,56528700,4221970,71255500,2883370,70001600,3355380,57852200,3223220,60466300,3406200,66205600,1910490,34534100,1564680,43290900,2743630,35825000,3021050,72428300,3464280,49371200,3178990,52720300,2310840,29631400,2239700,33208100,2278270,56226100,2010160,53123600,1433890,41471000,1482080,38338200,1825580,39893500,3021510,44023300
Q5JWR5,DOP1_HUMAN,DOP1A,Protein dopey-1,NA,NA,NA,22223,17273,26835.7,NA,27747.5,NA,26811.8,26068.5,59255.4,NA,NA,NA,NA,NA,47618.1,NA,41314.2,NA,51868.7,NA,NA,NA,37821.6,12285.1,NA,14250.1,NA,NA,NA,NA,50073.7,NA,NA,NA,NA,23971.5,46531.9
Q5K651,SAMD9_HUMAN,SAMD9,Sterile alpha motif domain-containing protein 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5KU26,COL12_HUMAN,COLEC12,Collectin-12,NA,18620.6,NA,22901.4,NA,60586.8,NA,23314.5,NA,16501.4,NA,46893.1,NA,16239.8,NA,33332.3,5843.64,21973.8,NA,85553.2,NA,50020.5,NA,NA,NA,15633.3,NA,19332,NA,NA,NA,NA,NA,NA,NA,NA,NA,24774.2,NA,26191.9
Q5M775,CYTSB_HUMAN,SPECC1,Cytospin-B,274422,492676,212818,414198,153151,224859,277093,442143,273091,345812,123417,289341,260194,456009,197033,508706,264193,420371,173712,343595,269753,417045,239562,541600,165511,303923,149561,629771,190854,632714,290029,369404,165477,305236,301563,486627,295656,513401,266240,696052
Q5M8T2,S35D3_HUMAN,SLC35D3,Solute carrier family 35 member D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002300,728216,740239,NA,1013000,924476,652024,NA,NA,NA,NA,NA,NA,NA,870540,NA,1274010,NA,NA,NA,910965,NA,1252010,NA,NA,NA,783948,760084,1910660
Q5MNZ6,WIPI3_HUMAN,WDR45B,WD repeat domain phosphoinositide-interacting protein 3,9711620,12051500,8107760,9591000,7770260,7457020,9244090,13330800,10269000,8904710,9347280,7687370,9437960,13919000,7737900,9344760,6267760,8248340,7636990,8755060,10274900,10552900,9233460,12181000,6908050,9732860,5553520,9072510,6577950,NA,8084070,11834500,8912720,10431300,11362400,14850500,7937710,10640300,5535130,5842660
Q5MNZ9,WIPI1_HUMAN,WIPI1,WD repeat domain phosphoinositide-interacting protein 1,220453,126713,157643,NA,130614,NA,NA,NA,220727,138189,169514,NA,NA,NA,187299,NA,152034,105649,NA,NA,236451,NA,224055,NA,NA,NA,93069.6,128558,202756,NA,NA,NA,211107,NA,NA,NA,117643,NA,316359,NA
Q5NDL2,EOGT_HUMAN,EOGT,EGF domain-specific O-linked N-acetylglucosamine transferase,210945,826996,NA,1146360,NA,443337,219134,1225760,247472,918743,NA,361108,235716,923201,259785,942777,201302,1079170,NA,711713,265208,733994,NA,806804,270604,1050590,161721,870433,226806,NA,NA,1156180,NA,1047020,NA,883257,363460,937945,281571,807078
Q5PRF9,SMAG2_HUMAN,SAMD4B,Protein Smaug homolog 2,25718.5,86461.4,71689.3,133949,64893.3,131745,54083.8,114030,80270.3,147249,101755,173937,NA,73757.2,57447.2,126596,NA,96312.6,51097.1,145445,NA,85383.3,68270,126973,34336.4,72995.6,134702,238148,84609.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,81495.8,189703
Q5QJ74,TBCEL_HUMAN,TBCEL,Tubulin-specific chaperone cofactor E-like protein,NA,570607,349162,458044,276178,463230,327583,442533,NA,482118,417523,365189,NA,NA,NA,NA,NA,626950,NA,604506,NA,507092,NA,NA,NA,349909,445778,216817,404876,NA,NA,NA,NA,NA,NA,NA,NA,NA,2197800,930124
Q5QJE6,TDIF2_HUMAN,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5882750
Q5QNW6;Q93079,H2B1H_HUMAN;H2B2F_HUMAN,H2BC18;H2BC9,Histone H2B type 2-F,NA,NA,NA,8882.69,NA,NA,NA,7571.35,NA,NA,NA,NA,NA,NA,NA,14114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4512.49,NA,NA,NA,NA
Q5R372,RBG1L_HUMAN,RABGAP1L,Rab GTPase-activating protein 1-like,4189440,NA,6478980,4941800,8432100,7117630,6849180,5634310,8170570,4954340,9937360,6301060,3172580,NA,7538490,6044730,10520600,6469110,7641790,6668830,8977900,5259650,7565430,4713580,6945340,3874740,8969170,5188170,8849040,10190200,6571770,5392240,5023970,3413960,2134190,NA,6656870,4982740,11695800,9340400
Q5R3F8,PPR29_HUMAN,ELFN2,Protein phosphatase 1 regulatory subunit 29,198303,248236,211825,228621,343404,171321,260200,338594,391269,276603,265304,224217,101938,208729,170248,164522,244078,325626,83233.3,132446,308870,409041,NA,168845,89944.1,236761,117117,338909,88770.7,NA,NA,128848,NA,NA,139719,223978,114226,261164,105302,440188
Q5R3I4,TTC38_HUMAN,TTC38,Tetratricopeptide repeat protein 38,2327360,1752990,1667910,1227470,2056050,1243960,1036140,696659,2042260,1134960,1470790,946025,2212590,988259,1138210,711837,2004110,1275320,1736780,1283390,1113660,721005,1349120,855590,1128580,547063,866743,638429,1284090,NA,1238140,606689,1277340,915885,760028,615353,1339400,951542,1293860,610830
Q5RHP9,ERIC3_HUMAN,ERICH3,Glutamate-rich protein 3,575856,418659,367966,NA,326389,229171,NA,NA,NA,NA,NA,NA,427387,338812,269575,NA,252180,NA,188709,207344,NA,NA,306123,NA,225579,208564,372224,NA,243904,NA,NA,NA,214607,NA,446647,NA,391186,NA,354993,NA
Q5RI15,COX20_HUMAN,COX20,"Cytochrome c oxidase assembly protein COX20, mitochondrial",NA,818301,NA,737294,NA,1077280,NA,630686,NA,1142440,NA,1398220,NA,2161290,NA,876615,NA,1275010,NA,1169930,NA,1205700,NA,NA,NA,1665690,NA,1116500,NA,NA,NA,NA,NA,1111980,NA,NA,NA,1220980,NA,2185260
Q5RKV6,EXOS6_HUMAN,EXOSC6,Exosome complex component MTR3,27592.8,81941.7,39209.8,69627.1,49678.9,46279,26598.1,70907,64571.2,53238.2,49740,63392.4,26633.3,67668.2,33178.7,54138.5,33925.4,58826.5,40032.6,64462.6,44132.1,80476.7,38848.7,136804,46560.9,49189.1,105623,62989.7,44044.7,NA,45451.4,103056,NA,30459.4,24878.5,65995,30269.8,67882.1,28820,63285.1
Q5SGD2,PPM1L_HUMAN,PPM1L,Protein phosphatase 1L,NA,379118,NA,389223,NA,635457,NA,420898,NA,570549,NA,572073,NA,375742,NA,425034,225199,513647,NA,589415,NA,489056,NA,NA,NA,467052,NA,1044050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451339,833938
Q5SQH8,CF136_HUMAN,C6orf136,Uncharacterized protein C6orf136,385994,15810400,885466,16600400,742657,16323700,275630,5498620,755275,11443300,674682,15860800,600879,29926600,558090,15201100,742397,21366300,578421,11457800,322822,10706000,489569,4875060,1510580,30392700,678973,38158500,2157490,1988510,NA,NA,575560,28099900,464301,3041890,850102,17041300,2193300,37809000
Q5SQI0,ATAT_HUMAN,ATAT1,Alpha-tubulin N-acetyltransferase 1,NA,168244,NA,86217.3,53840.9,260990,NA,170490,72761.3,229431,102710,313095,NA,184903,57047,287011,43210.1,267089,72122.2,242852,NA,291806,NA,84165,35964.4,251942,51199.9,496620,NA,184719,88238.9,137951,NA,214136,NA,NA,NA,133064,103560,477029
Q5SQN1,SNP47_HUMAN,SNAP47,Synaptosomal-associated protein 47,NA,NA,NA,NA,NA,120198,NA,46804.5,NA,NA,NA,81552,NA,NA,NA,NA,NA,144934,NA,NA,NA,NA,NA,NA,NA,NA,NA,115383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170369
Q5SRE5,NU188_HUMAN,NUP188,Nucleoporin NUP188,257459,703191,NA,863839,297229,388496,159804,689522,441715,540255,284413,508525,198099,868749,NA,976724,212571,634057,262558,644446,275420,572263,NA,887110,284640,603042,252704,830003,280236,NA,NA,1193030,NA,513784,212042,324331,378142,917299,326572,635184
Q5SRE7,PHYD1_HUMAN,PHYHD1,Phytanoyl-CoA dioxygenase domain-containing protein 1,2045420,2577990,12825300,8940380,17781900,11003400,14707700,10255700,11522100,9003020,15143400,8333600,963690,2355420,14356200,8737600,4799890,3047930,18677600,11768800,11604300,11264100,6987370,3881270,4430810,2706360,6255650,3863480,12316600,4647930,7994610,2973440,3142240,3507430,1130760,NA,6954910,5035850,16228500,9267930
Q5SSJ5,HP1B3_HUMAN,HP1BP3,Heterochromatin protein 1-binding protein 3,1805880,129700000,2691520,125045000,6528860,32560500,2835650,127950000,10562400,90089200,8895610,66191600,7008540,98299100,2319960,166428000,6808080,69145000,6393040,103704000,8021810,85648200,1743680,231907000,9721460,84144000,6066950,96627400,6566300,118322000,1824720,357688000,7288490,69146600,2147670,172792000,3781910,126839000,7981480,69003900
Q5ST30,SYVM_HUMAN,VARS2,"Valine--tRNA ligase, mitochondrial",NA,NA,NA,NA,63747,263424,NA,NA,NA,134678,NA,134314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82799,536774
Q5SW79,CE170_HUMAN,CEP170,Centrosomal protein of 170 kDa,2790680,3571480,2801770,3180830,1926220,2848090,2517090,3039860,2501170,2864850,2410730,2857100,3224270,3971730,3037990,3775920,1762980,2439860,1544610,2153380,2608300,3370030,3910360,3359320,2491150,2794860,2223590,4083100,2118040,3622410,2930740,2972090,2096110,4078400,4843940,4713260,2696460,3485570,3075770,5209250
Q5SWX8,ODR4_HUMAN,ODR4,Protein odr-4 homolog,NA,NA,NA,459837,NA,1331160,NA,441256,NA,662812,NA,903572,NA,NA,NA,936354,NA,809386,NA,935795,NA,NA,NA,NA,NA,488264,NA,853177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332964,2670650
Q5SXM8,DNLZ_HUMAN,DNLZ,DNL-type zinc finger protein,58412.1,113109,62693.6,141582,63153.8,164026,59435.2,154244,NA,173967,52644.3,161612,47174.9,361797,76931.2,207261,83045.5,210648,NA,62422.8,NA,122858,38803.2,126104,85915.2,423101,59623.5,350438,57051.8,534602,78962.5,262253,50208,280424,64449.8,253874,51945.9,121105,61559.7,198229
Q5SYC1,CLVS2_HUMAN,CLVS2,Clavesin-2,NA,614534,NA,NA,NA,NA,NA,NA,NA,609694,NA,1009520,NA,NA,NA,734807,NA,1124960,NA,NA,NA,NA,NA,NA,NA,1463290,902647,1611300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246200,5857620
Q5SYE7,NHSL1_HUMAN,NHSL1,NHS-like protein 1,35856,NA,30767.9,40169.8,NA,NA,NA,18700,NA,NA,NA,NA,27880.7,NA,27242.2,NA,NA,22765,NA,NA,NA,27124.5,54662.1,36334.2,NA,NA,84715.4,NA,30464,NA,NA,49096,46091.2,NA,51498,NA,40293.4,NA,NA,24617.1
Q5SZQ8,CELF3_HUMAN,CELF3,CUGBP Elav-like family member 3,NA,NA,NA,NA,NA,33671.1,NA,21932.4,46109.2,50774.2,35951.5,27468,60331.4,NA,31349.3,NA,71717,105201,27034.1,NA,33488.9,NA,NA,24281.4,50091.1,NA,NA,63251.9,52144.9,NA,NA,NA,50073.5,NA,39777.9,31984.2,51139.3,32302.2,89019,84465.4
Q5T013,HYI_HUMAN,HYI,Putative hydroxypyruvate isomerase,10035300,7684360,10905700,6802370,7360280,5330190,9100590,7894340,12030000,6857730,10034800,6050240,9223710,6268610,7424590,5049900,NA,NA,11120600,7079530,9362680,6750590,9700660,6157420,5599180,4975060,4086620,3698180,2123790,NA,7345060,5030510,5627440,5002680,12590200,9713950,9050970,8093900,2655210,1673250
